Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-05-10,4.17887,4.17887,4.17887,4.17887,110.5266106398
2016-05-11,3.90639,4.00629,3.90639,3.95175,5197.7927168772
2016-05-12,3.90639,3.90639,3.90639,3.90639,151.0868347278
2016-05-13,4.24248,4.36063,3.90639,4.17887,1964.1288514614
2016-05-16,4.59682,5.39622,4.59682,5.39622,5419.859943759
2016-05-17,5.45076,5.72324,4.81486,4.81486,2337.282913071
2016-05-20,5.41437,5.44169,5.08735,5.08735,632.7394957728
2016-05-23,5.75963,5.85953,5.75963,5.85953,1526.078431311
2016-05-24,5.8051,5.8051,5.54159,5.54159,509.0308123044
2016-05-25,5.2691,5.39622,5.2691,5.39622,601.3053221046
2016-05-27,5.39622,5.75056,4.68765,5.75056,1889.0924368986
2016-05-30,5.73241,5.74149,5.72324,5.74149,491.792717067
2016-05-31,5.2691,5.2691,5.2691,5.2691,112.5546218442
2016-06-01,5.07828,5.07828,5.07828,5.07828,484.6946778516
2016-06-03,4.99652,4.99652,4.99652,4.99652,110.5266106398
2016-06-06,4.91477,4.91477,3.93361,4.35155,8903.9831929182
2016-06-07,4.08804,4.08804,4.08804,4.08804,220.0392156774
2016-06-08,4.08804,4.08804,4.08804,4.08804,220.0392156774
2016-06-09,4.13351,4.18804,4.13351,4.13351,1174.2184873476
2016-06-13,4.30609,4.30609,3.99722,3.99722,180.4929971916
2016-06-14,3.63381,3.72463,3.63381,3.72463,599.2773109002
2016-06-16,3.72463,3.99722,3.72463,3.99722,231.1932773016
2016-06-20,3.99722,4.2698,3.99722,4.2698,2302.8067225962
2016-06-21,4.04268,4.08804,3.86093,3.86093,462.3865546032
2016-06-22,3.77917,3.77917,3.7701,3.7701,363.0140055876
2016-06-23,3.86093,3.86093,3.86093,3.86093,137.9047618992
2016-06-24,4.07897,4.33331,4.07897,4.31516,490.7787114648
2016-06-29,3.95175,3.95175,3.95175,3.95175,110.5266106398
2016-06-30,4.04268,4.04268,4.04268,4.04268,131.820728286
2016-07-01,4.2698,4.65135,4.2698,4.53321,5817.3501398214
2016-07-04,4.58775,4.67857,4.58775,4.6695,446.162464968
2016-07-05,4.45145,4.45145,4.40599,4.40599,550.6050419946
2016-07-06,4.45145,4.54228,4.45145,4.54228,440.0784313548
2016-07-07,4.54228,4.55136,4.54228,4.54228,1333.417366893
2016-07-08,4.63311,4.73311,4.63311,4.73311,1461.1820727702
2016-07-11,4.7694,4.82394,4.73311,4.82394,1428.7338934998
